-3.585105007726928417e+00,-1.209133018580178298e+00,-1.578287891590884229e+00,-1.807950013395892341e+00,1.759873384015886888e+00,-3.599912658741440730e+00,7.623091114467814844e-01,2.902079481036498265e+00,2.582397444900497607e+00,1.974014525126996933e+00
7.723358971547267249e-01,-3.667144805790368833e-01,3.461089844637390556e-01,2.812035771199357659e-01,-1.848498842861749647e-01,1.747989057871207341e-01,3.471156353775911030e-01,4.007571249649424794e-01,-7.021879026206035990e-01,3.803331787983469936e-01
7.975348560210676618e-02,6.059318414987968637e-02,-3.243444465905207658e-02,-3.501330638008304796e-01,4.784434838252792921e-01,4.171463407301219395e-02,-5.911990273904539350e-01,-4.217374502739684172e-01,-7.566952362630874340e-01,-1.690812232024408446e-01
-1.762314344588522097e+00,1.764570157675443340e+00,1.395190417507405689e+00,2.821662754173557275e-01,2.672697979748576369e+00,-1.178210988565963513e+00,-2.387551986705757301e+00,-1.621510608222534788e+00,1.377723627387065219e+00,-1.676097628606763479e+00
-1.023128808160333053e-01,1.097181267262120202e-01,-4.076738847028494317e-01,4.825532239391100986e-01,-3.885215037372438118e-01,7.256800360659912963e-01,1.599467821089078645e-01,5.723105412265010461e-01,-4.022003002204515565e-01,4.143740433544990109e-02
-3.464789466506440485e-02,-3.409750651025232226e+00,3.891590222583209524e+00,8.311064808563938255e-01,3.477920973566178686e-01,1.174448760498854938e+00,-2.928856424929109803e+00,1.654405689582401306e+00,5.100791857979412036e-01,1.388248798879747170e+00
-1.740915423574572074e+00,2.120690592482281644e+00,1.762116056689592591e+00,-2.122752644003735312e-01,-2.577617870541758283e+00,-2.864061269034354318e+00,5.397305309467134715e-02,-1.906301244555534735e+00,1.834093011860030931e+00,2.035453148394417600e+00
2.179426552205747658e+00,-1.774092108500370912e+00,-2.917756927542944467e+00,1.029911801618716760e+00,-1.321162548671547698e+00,1.123422259242053078e+00,-6.337386267176293719e-01,-3.061177685296533557e+00,3.091110390006530206e+00,2.327719667835374207e+00
3.752068614311975803e-01,-9.305170409883055382e-02,-4.313607227993511151e-01,-2.956914528444541390e-01,-3.462197329016918346e-01,-1.041667464477629368e+00,-1.267635404409881206e+00,2.095516775073743287e-01,5.434211591286526311e-01,-1.207604613674759353e+00
1.909431818976955020e+00,-1.984724673205843448e+00,1.951225567438165553e+00,-4.699269813675315710e+00,-5.183053065961464867e-01,3.338809469656156104e+00,-1.649858389346482990e-01,9.790540599934373089e-01,1.614669396507936450e-01,-1.062944168489448060e+00
1.450972763019636458e-01,3.612418881561774708e-01,-7.980178941438809126e-01,3.690111504190607405e-01,-1.749872255616836958e-01,-2.669874392070381575e-02,-3.464023554725269571e-01,-4.993964670011650370e-02,-9.995465788378317396e-02,1.039240937914729691e-02
-1.924565663395523041e+00,-3.220742948752206014e-01,3.065246784432043903e+00,2.037844248406073255e+00,-3.285347409515930739e+00,-5.401529499949966895e-02,3.429970576275761740e+00,-1.491076507842282073e+00,-2.549889456612169703e+00,-1.471584085293370370e+00
-1.139644167183538892e+00,-1.465756216034060477e+00,1.044214397258381055e+00,-1.158469722439394500e+00,2.260558622751671631e+00,-2.520409770128608784e+00,1.354667769759953400e+00,-2.559772382832742998e+00,-2.595316153952102578e+00,4.027621084272794860e+00
-1.955074408458629787e+00,3.384001444838595329e+00,-1.745262999422965589e+00,-2.371157711469507046e-01,-2.493007929779840648e+00,-4.729074773280839694e-01,-1.568681581413793769e+00,3.752416878619570628e+00,-2.694874223869101026e+00,3.225107542600796240e+00
-7.193641707280999942e-01,-8.570453285477400707e-01,-2.011159750279394309e+00,2.512935295803770508e+00,-2.644288335653302013e+00,2.074522317961843498e+00,3.280212612933806615e-01,-1.664991192164613665e+00,8.367610907707628831e-01,-9.571473635286670278e-01
