-4.890454441304836058e-02,1.274252971670865930e+00,-9.819278959782291594e-01,4.011677298281228210e-01,-1.849900941127562148e-01,-3.805204171137782643e-01,5.573978887428948648e-01,1.425164106524962893e-01,-4.545706277166098319e-01,-4.389270038198787027e-01
1.459069661586578803e+00,-9.180089138046504393e-01,-2.740446129284210830e+00,1.066906864716295811e+00,9.912496681616829175e-01,8.802472220215910026e-01,1.417045659250575573e+00,1.056122250402469209e+00,2.638276136008053996e+00,-2.481554593232187800e-01
3.499662185180358875e+00,-1.992228293651820747e+00,1.854941599598187496e+00,1.463409328149899213e+00,2.924612667063111737e-01,-3.625694659789910901e+00,1.085620750417966018e+00,-3.558580945326110245e-01,1.907347587376437614e+00,-8.396308413946518279e-01
-3.098383311269233831e-01,8.847785337938776085e-01,1.596104794356612011e+00,-3.976785547978337054e-01,-1.523739736220961927e+00,-4.048232036908225306e-01,7.152877931869644490e-01,1.063497591779079432e+00,-1.716841606402080167e+00,-7.821225212309640407e-01
-2.615314703460102086e-01,5.853024768053668482e-03,-1.426727645696112656e+00,2.572376224119782506e+00,1.869172114151093078e+00,2.486846258631927764e+00,-1.484211954760476626e+00,-1.896502138137779736e-01,-2.923943945831873226e+00,8.548375401181318445e-01
-9.318824653235501243e-01,4.443878979951550456e-01,-5.232426975250881185e-01,-8.955604926746453531e-02,-1.601150726954287062e+00,-6.614053257665395424e-01,-9.516131606856127467e-01,4.028050388251317449e-01,-2.034038474234578953e+00,-1.550035938942282421e+00
-1.139409568759105928e+00,2.242932547337168625e+00,-9.947581012410908752e-01,1.340254150515726383e+00,2.345134290259641929e+00,-5.432908967762184460e-01,-1.306201513687322568e-01,9.084691322008567882e-01,-7.692755743977903737e-01,-4.087887176469841677e+00
-2.436117173045629691e+00,-1.511569284040212402e+00,-2.945251882209767746e+00,-8.050340914328585340e-02,2.453997915547514452e+00,9.091582361488721453e-01,2.288845573854166204e+00,-3.648962827935944730e+00,-2.784365350408488204e+00,3.417970384249600979e+00
-1.855654638008257251e+00,1.850519596457197435e+00,4.254176528168515659e-01,-3.995197688161598482e+00,1.873140964888016402e+00,3.924154306131967029e+00,1.261857258659787817e+00,-2.613152246219044628e+00,1.903551635215574578e+00,-1.696804752247728310e+00
3.365401533683834323e+00,-5.416290010504509755e-01,-8.036967899524002368e-01,-1.950086827267130341e+00,-9.726056580133476404e-01,-3.536084704884433716e+00,2.063544441060040313e+00,-1.012497814529542683e+00,-2.523024351297284529e+00,-6.889483740640551801e-01
